district_id,police_station_id,crime_category_id,incident_registered_date,count
KA-03,Gokak Rural PS,Drug Offence,2024-04-25,8
KA-02,Talakadu PS,Theft,2023-07-11,8
KA-07,Revoor PS,Fraud,2025-08-17,8
KA-05,Shanthapur PS,Rioting,2025-03-28,8
KA-15,Byatarayanapura PS,Murder,2024-05-14,8
KA-16,Shahapura PS,Domestic Violence,2022-06-24,8
KA-29,Azad Nagar PS,Theft,2023-03-09,8
KA-04,Raichur Women PS,Cyber Crime,2025-03-19,8
KA-16,East CEN Crime PS,Vehicle Theft,2025-12-25,8
KA-21,Tavaregera PS,Cyber Crime,2022-02-27,8
KA-10,Azad Nagar PS,Cyber Crime,2023-09-15,8
KA-10,Bengaluru Dist Women PS,Assault,2025-11-09,8
KA-05,Hortti PS,Rioting,2023-04-14,8
KA-12,Kempegowda Nagar PS,Rioting,2025-08-06,8
KA-12,Dharwad Women PS,Rioting,2025-09-23,8
KA-21,Chittapura PS,Fraud,2023-11-01,8
KA-14,Abbinahole PS,Vehicle Theft,2022-12-10,8
KA-22,City Market PS,Theft,2024-08-14,8
KA-16,Metagalli PS,Vehicle Theft,2022-10-18,8
KA-25,Gadag Women PS,Burglary,2025-05-26,8
KA-21,Ramnagar PS,Murder,2022-07-23,8
KA-26,Bidar Town PS,Assault,2024-01-18,8
KA-29,Bailhongal PS,Burglary,2023-01-22,8
KA-05,Mysuru CEN Crime PS,Domestic Violence,2024-03-02,8
KA-16,K.R. Nagar PS,Domestic Violence,2022-01-19,8
KA-26,Gandasi PS,Murder,2023-12-12,8
KA-13,Gowribidanur Rural PS,Murder,2022-07-16,8
KA-30,Yelburga PS,Robbery,2024-04-21,8
KA-08,Balur PS,Assault,2023-03-13,8
KA-20,Santhebennur PS,Robbery,2024-11-12,8
KA-14,Koratagere PS,Drug Offence,2024-06-10,8
KA-17,Chowka PS,Rioting,2025-12-17,8
KA-24,CEN Crime PS Mysuru City,Drug Offence,2023-09-25,8
KA-21,Chikkaballapura CEN Crime PS,Vehicle Theft,2022-05-08,8
KA-02,Chikkamagalur Women PS,Vehicle Theft,2022-09-21,8
KA-31,Managoli PS,Rioting,2022-11-06,8
KA-09,Madiwala PS,Domestic Violence,2024-02-16,8
KA-03,Hosahalli PS,Theft,2025-05-11,8
KA-07,Jamakhandi Town PS,Kidnapping,2022-07-11,8
KA-05,Surathkal PS,Drug Offence,2024-05-15,8
KA-18,Chandra Layout PS,Drug Offence,2025-04-12,8
KA-12,Anavatti PS,Burglary,2022-10-11,8
KA-11,Ghantikeri PS,Theft,2024-03-06,8
KA-28,Guttal PS,Vehicle Theft,2022-04-20,8
KA-26,Kamalanagar PS,Vehicle Theft,2025-11-14,8
KA-20,Gundlupete PS,Kidnapping,2024-06-23,8
KA-18,Bellanduru PS,Robbery,2022-04-18,8
KA-18,Gownapalli PS,Kidnapping,2024-02-24,8
KA-12,Thalaghattapura PS,Kidnapping,2022-08-15,8
KA-12,Vidyaranyarpuram PS,Cyber Crime,2024-09-21,8
KA-19,Tumkur CEN Crime PS,Cyber Crime,2023-10-20,8
KA-31,Commercial Street PS,Murder,2024-10-27,8
KA-07,Doddawad PS,Vehicle Theft,2024-10-01,8
KA-22,Hospet Town PS,Vehicle Theft,2022-04-19,8
KA-11,Metagalli PS,Drug Offence,2025-12-06,8
KA-26,Ranebennur Town PS,Vehicle Theft,2023-08-13,8
KA-18,Balur PS,Fraud,2024-03-13,8
KA-30,Managoli PS,Cyber Crime,2022-12-09,8
KA-23,Goruru PS,Murder,2025-09-24,8
KA-20,Channapatna Town PS,Robbery,2023-03-14,8
KA-05,Bagalkot Women PS,Theft,2024-11-14,8
KA-10,Tavaregera PS,Fraud,2022-08-20,8
KA-26,Hirehadagali PS,Assault,2022-12-01,8
KA-05,Naragund PS,Fraud,2024-01-10,8
KA-01,Lakkavalli PS,Domestic Violence,2023-05-09,8
KA-21,Besagaraghalli PS,Fraud,2024-05-18,8
KA-13,Gandasi PS,Theft,2025-02-15,8
KA-06,Anavatti PS,Assault,2022-05-12,8
KA-06,Gandhi Chowk PS,Drug Offence,2024-04-17,8
KA-24,Karwar Town PS,Kidnapping,2022-06-12,8
KA-05,Banavasi PS,Vehicle Theft,2025-01-19,8
KA-30,Kodagu Women PS,Cyber Crime,2022-06-22,8
KA-14,Bidar Women PS,Cyber Crime,2022-09-10,8
KA-25,Kushalnagar Town PS,Fraud,2023-06-24,8
KA-02,Ashoknagar PS,Robbery,2022-11-28,8
KA-30,Mangaluru North PS,Theft,2022-10-25,8
KA-16,Vijayanagar PS,Drug Offence,2025-11-19,8
KA-31,Patapalya PS,Murder,2022-02-11,8
KA-19,Sampigehalli PS,Fraud,2024-03-04,8
KA-09,Ranebennur Town PS,Cyber Crime,2023-12-14,8
KA-12,Ashoknagar PS,Cyber Crime,2023-09-24,8
KA-07,Belagavi Rural PS,Theft,2022-06-15,8
KA-26,Mulbagal Rural PS,Fraud,2024-06-08,8
KA-26,Gokarna PS,Burglary,2025-03-16,8
KA-29,Yelburga PS,Fraud,2023-08-16,8
KA-29,Kodigehalli PS,Drug Offence,2025-07-02,8
KA-06,Malavalli Town PS,Drug Offence,2022-11-08,8
KA-25,Shankarpura PS,Kidnapping,2022-08-09,8
KA-07,Hortti PS,Drug Offence,2023-03-28,8
KA-09,Abbinahole PS,Vehicle Theft,2022-08-13,8
KA-09,Bhadravathi Rural PS,Fraud,2025-10-01,8
KA-27,Sringeri PS,Domestic Violence,2022-04-20,8
KA-04,Bidar Women PS,Rioting,2025-03-28,8
KA-28,Ankali PS,Drug Offence,2025-02-27,8
KA-28,Vibanagara PS,Fraud,2024-02-20,8
KA-02,Anavatti PS,Rioting,2024-10-16,8
KA-07,Mallanduru PS,Burglary,2023-12-27,8
KA-11,Chittapura PS,Cyber Crime,2022-10-01,8
KA-08,Turuvanur (Jogi) PS,Kidnapping,2022-06-14,8
KA-22,Kollegala Town PS,Domestic Violence,2022-06-28,8
KA-16,Chandrashekarpura PS,Assault,2024-12-16,8
KA-17,Chowka PS,Drug Offence,2025-12-17,8
KA-30,Mysore South PS,Theft,2025-07-01,8
KA-06,Yelburga PS,Assault,2024-11-04,8
KA-11,Yelahanka PS,Assault,2025-04-05,8
KA-30,Guttal PS,Burglary,2024-11-08,8
KA-25,Khadebazar PS,Assault,2022-11-01,8
KA-25,Jayaprakash Nagar PS,Assault,2023-03-14,8
KA-21,Sadashivanagar PS,Kidnapping,2022-06-09,8
KA-13,Gokarna PS,Domestic Violence,2023-03-06,8
KA-31,Navalgund PS,Theft,2023-03-14,8
KA-23,Thalak PS,Murder,2022-11-18,8
KA-17,Konanakunte PS,Burglary,2025-03-21,8
KA-13,Gowribidanur Rural PS,Vehicle Theft,2022-07-16,8
KA-01,Kempapura Agrahara PS,Burglary,2025-12-16,8
KA-09,Thalaghattapura PS,Cyber Crime,2025-10-10,8
KA-24,Ranebennur Town PS,Murder,2023-11-26,8
KA-03,Hebbal PS,Burglary,2022-01-06,8
KA-22,Kollegala Town PS,Rioting,2022-06-28,8
KA-27,Gownapalli PS,Theft,2025-11-05,8
KA-20,Champion Reefs  PS,Drug Offence,2023-10-12,8
KA-27,Kamasamudram PS,Kidnapping,2023-06-23,8
KA-22,Navalgund PS,Murder,2023-11-04,8
KA-07,Surathkal PS,Drug Offence,2025-04-18,8
KA-15,Byatarayanapura PS,Cyber Crime,2024-05-14,8
KA-05,Hortti PS,Kidnapping,2023-04-14,8
KA-23,Bhadravathi Old Town PS,Drug Offence,2024-08-28,8
KA-27,Thilakwadi PS,Theft,2022-10-14,8
KA-10,Sampigehalli PS,Fraud,2022-09-17,8
KA-09,Hassan Women PS,Vehicle Theft,2024-12-06,8
KA-12,Udupi CEN Crime PS,Drug Offence,2025-04-11,8
KA-19,Tumakur Rural PS,Domestic Violence,2023-02-27,8
KA-08,Teradal PS,Domestic Violence,2022-05-10,8
KA-25,Sanjay Nagara PS,Fraud,2023-01-18,8
KA-25,Humnabad PS,Cyber Crime,2024-01-17,8
KA-02,Kamasamudram PS,Vehicle Theft,2024-08-22,8
KA-18,Balur PS,Kidnapping,2023-01-18,8
KA-24,Jewargi PS,Assault,2025-05-01,8
KA-06,Khadebazar PS,Assault,2025-09-08,8
KA-03,Belagavi City Women PS,Vehicle Theft,2023-02-28,8
KA-08,K.R. Pet Town PS,Drug Offence,2024-07-23,8
KA-03,Talikot PS,Assault,2023-01-02,8
KA-31,Sindhanur Town PS,Murder,2023-05-07,8
KA-26,Navalgund PS,Theft,2022-02-01,8
KA-31,Jagalur PS,Robbery,2023-08-13,8
KA-15,Srirangapatna PS,Domestic Violence,2022-11-04,8
KA-13,Badavanahalli PS,Drug Offence,2022-02-02,8
KA-13,Miryan PS,Assault,2025-09-28,8
KA-02,K.B. Cross PS,Cyber Crime,2022-07-26,8
KA-31,Hadagali PS,Domestic Violence,2023-01-14,8
KA-29,Ashoknagar PS,Assault,2025-10-19,8
KA-14,Mico Layout PS,Robbery,2022-08-15,8
KA-14,Avalahally PS,Burglary,2024-01-13,8
KA-19,Sampigehalli PS,Kidnapping,2024-03-04,8
KA-15,Vibanagara PS,Cyber Crime,2025-05-28,8
KA-26,Haveri Town PS,Theft,2023-03-14,8
KA-29,Bindiganavile PS,Domestic Violence,2024-10-13,8
KA-15,Arakere PS,Assault,2025-02-25,8
KA-14,Shanthapur PS,Murder,2022-08-26,8
KA-06,Jigani PS,Robbery,2025-10-27,8
KA-16,Humnabad PS,Murder,2023-12-22,8
KA-07,Haveri Town PS,Murder,2024-07-18,8
KA-11,Kodigehalli PS,Murder,2025-03-15,8
KA-18,Chowka PS,Drug Offence,2022-09-10,8
KA-04,Dhannura PS,Cyber Crime,2023-12-22,8
KA-17,Yeshwanthapura PS,Domestic Violence,2023-10-04,8
KA-07,Devara Hipparagi PS,Rioting,2022-01-20,8
KA-31,Gundlupete PS,Vehicle Theft,2022-04-23,8
KA-17,Nanjanagudu Town PS,Assault,2022-06-03,8
KA-04,Hampi Tourism PS,Theft,2022-08-12,8
KA-12,Kapu PS,Theft,2024-04-04,8
KA-23,Bhadravathi Rural PS,Burglary,2025-02-08,8
KA-11,Sanjay Nagara PS,Domestic Violence,2025-05-03,8
KA-21,Navalgund PS,Theft,2024-10-09,8
KA-06,Mannalli PS,Domestic Violence,2025-12-26,8
KA-08,Hampi Tourism PS,Fraud,2023-01-06,8
KA-23,K.R. Nagar PS,Domestic Violence,2024-07-12,8
KA-02,P.D. Halli PS,Domestic Violence,2024-06-26,8
KA-11,Khadakalat PS,Vehicle Theft,2025-06-15,8
KA-05,Gokak Rural PS,Assault,2025-12-02,8
KA-26,Avalahally PS,Domestic Violence,2022-03-09,8
KA-01,Bhatkal Town PS,Cyber Crime,2025-01-03,8
KA-06,Chowka PS,Kidnapping,2022-02-16,8
KA-22,Vyalikaval PS,Kidnapping,2024-09-21,8
KA-21,Mandya Rural PS,Rioting,2023-08-16,8
KA-06,Shankarpura PS,Robbery,2024-08-09,8
KA-04,Tiptur Town PS,Domestic Violence,2024-06-16,8
KA-17,Chigateri PS,Rioting,2024-12-25,8
KA-28,Bagalur PS,Rioting,2023-11-07,8
KA-07,Kuvempunagar PS,Robbery,2025-05-01,8
KA-03,Doddawad PS,Domestic Violence,2023-03-12,8
KA-23,Tiptur Town PS,Drug Offence,2024-03-22,8
KA-01,Kudur PS,Kidnapping,2024-06-10,8
KA-05,Belagavi CEN Crime PS,Cyber Crime,2025-02-16,8
KA-19,Guttal PS,Murder,2024-12-22,8
KA-12,Gownapalli PS,Drug Offence,2024-02-03,8
KA-04,Bhatkal Town PS,Fraud,2024-10-04,8
KA-27,Devaraja PS,Robbery,2025-01-17,8
KA-05,Goruru PS,Cyber Crime,2024-02-23,8
KA-08,Jayanagara PS,Fraud,2025-10-12,8
KA-13,Gokarna PS,Kidnapping,2023-03-06,8
KA-10,Doddawad PS,Kidnapping,2024-02-16,8
KA-25,Talakadu PS,Robbery,2025-11-02,8
KA-09,Hortti PS,Kidnapping,2022-04-24,8
KA-09,Yamakanmardi PS,Kidnapping,2025-09-23,8
KA-23,Hortti PS,Robbery,2023-11-03,8
KA-25,Sadar Bazar PS,Robbery,2023-07-23,8
KA-09,Ramanagara Women PS,Vehicle Theft,2022-09-22,8
KA-12,K.T.J Nagar PS,Assault,2023-05-01,8
KA-29,Tumakur Rural PS,Murder,2023-01-07,8
KA-09,CEN Crime PS Mysuru City,Kidnapping,2023-03-13,8
KA-31,Hirehadagali PS,Fraud,2024-03-10,8
KA-12,Managoli PS,Rioting,2022-02-03,8
KA-07,Hassan Women PS,Fraud,2023-05-08,8
KA-18,Turuvanur (Jogi) PS,Domestic Violence,2024-11-11,8
KA-21,Sakkaraya Patna PS,Vehicle Theft,2022-05-14,8
KA-05,Belagavi CEN Crime PS,Vehicle Theft,2025-02-16,8
KA-20,Hampi Tourism PS,Kidnapping,2024-02-03,8
KA-23,Tekkalkota PS,Fraud,2025-11-10,8
KA-06,Chikkajala PS,Vehicle Theft,2023-03-10,8
KA-07,Peenya PS,Robbery,2023-06-17,8
KA-06,Shankarpura PS,Burglary,2024-08-09,8
KA-23,Mulbagal Rural PS,Cyber Crime,2024-10-24,8
KA-15,Hirehadagali PS,Burglary,2023-10-04,8
KA-13,Kamakshipalya PS,Robbery,2022-02-21,8
KA-08,Kuvempunagar PS,Cyber Crime,2022-02-13,8
KA-28,Konanur PS,Assault,2024-02-28,8
KA-22,Bemalkhed PS,Domestic Violence,2024-04-03,8
KA-20,Kembhavi PS,Robbery,2024-09-16,8
KA-23,Belagavi Rural PS,Murder,2025-07-23,8
KA-18,Gandhi Nagar PS,Drug Offence,2024-11-23,8
KA-30,Kodagu Women PS,Assault,2024-04-23,8
KA-13,Devalagangapur PS,Rioting,2023-09-08,8
KA-24,Thalak PS,Domestic Violence,2023-10-22,8
KA-13,Talakadu PS,Cyber Crime,2024-05-02,8
KA-19,APMC Navanagar,Drug Offence,2025-10-27,8
KA-08,Sathanuru PS,Rioting,2023-04-01,8
KA-31,Gundlupete PS,Cyber Crime,2022-04-23,8
KA-23,Konanur PS,Murder,2024-10-11,8
KA-12,Kapu PS,Murder,2025-07-17,8
KA-06,Sadar Bazar PS,Drug Offence,2025-09-09,8
KA-29,Andersonpet PS,Assault,2025-12-03,8
KA-13,Badavanahalli PS,Domestic Violence,2022-02-02,8
KA-14,Gadag Women PS,Theft,2022-08-21,8
KA-04,Khadebazar PS,Robbery,2023-11-25,8
KA-10,Jayaprakash Nagar PS,Vehicle Theft,2022-02-01,8
KA-15,Madiwala PS,Vehicle Theft,2023-03-13,8
KA-27,Santemaralli PS,Murder,2023-07-15,8
KA-17,Saragur PS,Theft,2024-12-15,8
KA-24,Lingasugur PS,Assault,2023-02-09,7
KA-11,Honnali PS,Fraud,2022-05-01,7
KA-19,Tiptur Town PS,Assault,2022-01-01,7
KA-05,Napoklu PS,Fraud,2024-05-26,7
KA-26,Whitefield PS,Kidnapping,2024-11-16,7
KA-07,Peenya PS,Fraud,2025-07-21,7
KA-07,Goruru PS,Fraud,2023-10-13,7
KA-01,Saragur PS,Burglary,2022-07-24,7
KA-23,Talakadu PS,Domestic Violence,2025-04-10,7
KA-08,Hadagali PS,Murder,2024-12-24,7
KA-24,Honnali PS,Murder,2022-07-12,7
KA-15,Doddaballapura Rural PS,Kidnapping,2025-03-05,7
KA-14,Kembhavi PS,Domestic Violence,2022-04-11,7
KA-23,Hortti PS,Vehicle Theft,2023-11-03,7
KA-10,Manvi PS,Vehicle Theft,2025-03-21,7
KA-04,Alur PS,Burglary,2024-05-19,7
KA-16,Ghantikeri PS,Rioting,2023-10-13,7
KA-07,APMC Navanagar,Burglary,2025-09-18,7
KA-20,Shahapura PS,Domestic Violence,2023-03-27,7
KA-11,Udupi CEN Crime PS,Robbery,2024-05-06,7
KA-18,Uppinangadi PS,Murder,2022-04-17,7
KA-08,Brahmavar PS,Domestic Violence,2024-08-11,7
KA-30,Malkhed PS,Murder,2024-06-27,7
KA-29,K.R. Pet Town PS,Domestic Violence,2025-09-22,7
KA-12,Chandrashekarpura PS,Drug Offence,2024-09-15,7
KA-17,Udupi Women PS,Assault,2025-12-11,7
KA-10,Miryan PS,Cyber Crime,2023-09-17,7
KA-09,Kanakagiri PS,Fraud,2023-11-24,7
KA-11,Kadaba PS,Vehicle Theft,2022-09-22,7
KA-14,Nanjanagudu Town PS,Rioting,2023-03-14,7
KA-18,Napoklu PS,Domestic Violence,2023-11-21,7
KA-08,Hassan CEN Crime PS,Cyber Crime,2023-05-02,7
KA-26,Manna Ekhelli PS,Assault,2025-06-06,7
KA-07,Maddur PS,Rioting,2023-06-14,7
KA-05,Subramanya Nagar PS,Theft,2024-09-15,7
KA-10,Malur PS,Murder,2023-11-28,7
KA-17,Mico Layout PS,Murder,2024-04-17,7
KA-03,Cowlbazar PS,Domestic Violence,2024-12-22,7
KA-17,Kodigehalli PS,Fraud,2024-04-13,7
KA-12,Jnanabharathi PS,Murder,2025-05-05,7
KA-26,Mulbagal Rural PS,Burglary,2022-02-01,7
KA-19,Nelamangala Town PS,Assault,2025-09-27,7
KA-22,Devalagangapur PS,Drug Offence,2022-12-28,7
KA-28,Raichur Women PS,Drug Offence,2024-05-08,7
KA-20,Besagaraghalli PS,Theft,2022-08-10,7
KA-24,Thalaghattapura PS,Robbery,2022-04-01,7
KA-13,Ramnagar PS,Fraud,2025-04-14,7
KA-29,Kalasipalya PS,Rioting,2023-02-19,7
KA-02,Vidyaranyarpuram PS,Burglary,2023-02-09,7
KA-08,Bagalkot Women PS,Domestic Violence,2023-06-22,7
KA-05,Naragund PS,Theft,2024-01-10,7
KA-09,Konanakunte PS,Burglary,2022-09-18,7
KA-10,Haveri Town PS,Kidnapping,2023-09-04,7
KA-02,City Market PS,Theft,2024-05-09,7
KA-24,Kamakshipalya PS,Fraud,2025-04-15,7
KA-08,Doddawad PS,Robbery,2024-07-11,7
KA-25,Mahagoan PS,Vehicle Theft,2025-06-18,7
KA-19,APMC Navanagar,Theft,2025-10-27,7
KA-13,Vibanagara PS,Cyber Crime,2023-06-14,7
KA-05,Kadra PS,Drug Offence,2024-05-08,7
KA-11,Bhadravathi Rural PS,Assault,2024-06-09,7
KA-05,Mandya West PS,Vehicle Theft,2023-07-21,7
KA-07,Hortti PS,Burglary,2023-03-28,7
KA-08,Gandhi Nagar PS,Vehicle Theft,2024-01-11,7
KA-04,Mannalli PS,Rioting,2022-10-08,7
KA-04,Shahabad Town PS,Vehicle Theft,2023-03-03,7
KA-31,Jayaprakash Nagar PS,Kidnapping,2023-04-03,7
KA-06,Bengaluru Dist Women PS,Robbery,2022-01-16,7
KA-15,Kamasamudram PS,Theft,2024-12-14,7
KA-01,Devara Hipparagi PS,Kidnapping,2023-11-06,7
KA-07,Kodagu Women PS,Domestic Violence,2024-03-23,7
KA-09,Hiriyur Rural PS,Domestic Violence,2024-01-28,7
KA-14,Udupi CEN Crime PS,Kidnapping,2023-02-05,7
KA-22,Mysore South PS,Assault,2025-12-01,7
KA-31,Chamarajanagar Rural PS,Burglary,2022-05-06,7
KA-27,Gokarna PS,Fraud,2024-07-16,7
KA-05,Kadra PS,Murder,2024-05-08,7
KA-06,Arakere PS,Murder,2022-01-02,7
KA-14,Ranebennur Town PS,Murder,2024-07-03,7
KA-10,Humnabad PS,Domestic Violence,2022-12-12,7
KA-24,Halageri PS,Theft,2022-05-18,7
KA-20,Mangaluru South PS,Murder,2025-08-15,7
KA-17,Ron PS,Cyber Crime,2022-03-18,7
KA-29,Sagara Town PS,Robbery,2024-02-28,7
KA-18,Santhebennur PS,Burglary,2024-05-18,7
KA-30,Shahapura PS,Theft,2022-02-22,7
KA-20,Besagaraghalli PS,Murder,2022-08-10,7
KA-13,Tumkur CEN Crime PS,Burglary,2023-06-01,7
KA-01,Yedrami PS,Rioting,2022-11-10,7
KA-31,Nandi Girighama PS,Theft,2024-09-23,7
KA-03,Thalak PS,Cyber Crime,2023-02-17,7
KA-18,Idapanur PS,Vehicle Theft,2025-10-04,7
KA-04,Kuknoor PS,Fraud,2024-09-09,7
KA-31,Shakti Nagar PS,Fraud,2024-10-19,7
KA-31,Bemalkhed PS,Domestic Violence,2025-06-22,7
KA-12,Marriyammanahalli PS,Rioting,2024-03-17,7
KA-11,Kadaba PS,Fraud,2022-09-22,7
KA-21,Mandya Rural PS,Assault,2023-08-16,7
KA-28,Bagalur PS,Burglary,2023-11-07,7
KA-12,Besagaraghalli PS,Robbery,2025-03-04,7
KA-18,Belagavi City Women PS,Kidnapping,2025-06-05,7
KA-15,Naragund PS,Assault,2024-05-16,7
KA-20,Malur PS,Domestic Violence,2022-09-12,7
KA-08,Bankapura PS,Drug Offence,2023-11-04,7
KA-03,Malpe PS,Drug Offence,2022-02-07,7
KA-17,Bemalkhed PS,Robbery,2024-05-23,7
KA-16,Huliyar PS,Rioting,2025-05-26,7
KA-07,Patapalya PS,Drug Offence,2025-09-04,7
KA-09,Bankapura PS,Theft,2022-05-04,7
KA-29,Jayanagar PS,Rioting,2023-11-03,7
KA-14,Varthur PS,Drug Offence,2025-07-05,7
KA-04,Ramanagara Women PS,Assault,2024-08-04,7
KA-04,Naragund PS,Vehicle Theft,2023-03-05,7
KA-10,Manvi PS,Robbery,2025-03-21,7
KA-17,Konaje PS,Vehicle Theft,2023-02-28,7
KA-27,Santemaralli PS,Vehicle Theft,2023-07-15,7
KA-30,Chikkaballapura CEN Crime PS,Theft,2025-01-23,7
KA-13,Shahapur PS,Cyber Crime,2022-02-14,7
KA-28,Champion Reefs  PS,Cyber Crime,2023-08-03,7
KA-15,Hampi Tourism PS,Assault,2024-11-22,7
KA-28,Besagaraghalli PS,Cyber Crime,2023-11-27,7
KA-10,Jamakhandi Town PS,Cyber Crime,2023-11-26,7
KA-05,Byappanahalli PS,Fraud,2022-05-06,7
KA-15,Bendigeri PS,Assault,2023-06-05,7
KA-29,Bagalkot Rural PS,Cyber Crime,2022-01-20,7
KA-01,K.R. Nagar PS,Burglary,2025-11-07,7
KA-29,Doddaballapura Rural PS,Kidnapping,2024-05-22,7
KA-14,Ron PS,Vehicle Theft,2022-10-27,7
KA-28,Andersonpet PS,Drug Offence,2025-09-23,7
KA-02,Kudur PS,Drug Offence,2022-02-02,7
KA-16,Munirabad PS,Rioting,2024-08-28,7
KA-25,APMC Navanagar,Theft,2023-02-28,7
KA-15,Arakere PS,Murder,2025-02-25,7
KA-03,Hebbal PS,Rioting,2022-01-06,7
KA-06,Vibanagara PS,Burglary,2022-01-04,7
KA-25,East CEN Crime PS,Domestic Violence,2025-11-03,7
KA-01,Saragur PS,Murder,2022-07-24,7
KA-10,Turvihal PS,Robbery,2025-02-27,7
KA-07,Sadar Bazar PS,Robbery,2024-11-01,7
KA-07,Dibburahalli PS,Robbery,2024-11-13,7
KA-02,Kodagu Women PS,Domestic Violence,2024-07-20,7
KA-25,Raibag PS,Domestic Violence,2023-10-19,7
KA-29,Malur PS,Fraud,2022-06-15,7
KA-23,Madanahipparga PS,Domestic Violence,2023-09-25,7
KA-11,Munirabad PS,Fraud,2022-06-22,7
KA-31,Saragur PS,Rioting,2025-12-28,7
KA-10,Chikkamagalur Women PS,Vehicle Theft,2025-05-27,7
KA-03,Kadra PS,Theft,2024-03-13,7
KA-09,Chittavadagi PS,Murder,2023-11-03,7
KA-04,Tekkalkota PS,Robbery,2022-07-05,7
KA-22,Gandhi Chowk PS,Robbery,2022-03-12,7
KA-09,Konanakunte PS,Vehicle Theft,2022-09-18,7
KA-26,Mangaluru South PS,Fraud,2024-02-01,7
KA-06,Vibanagara PS,Kidnapping,2022-02-02,7
KA-07,Arakere PS,Assault,2025-07-07,7
KA-07,Mangaluru South PS,Assault,2025-06-27,7
KA-11,Anavatti PS,Assault,2023-11-25,7
KA-05,Saragur PS,Assault,2023-02-25,7
KA-19,Huliyar PS,Drug Offence,2022-06-02,7
KA-05,Doddaballapura Rural PS,Fraud,2022-11-11,7
KA-16,Chandrashekarpura PS,Murder,2024-12-16,7
KA-28,Bendigeri PS,Murder,2025-04-01,7
KA-28,Chandra Layout PS,Theft,2024-12-02,7
KA-01,Kalaburagi City CENCrime PS,Assault,2023-11-21,6
KA-29,Channapatna Town PS,Domestic Violence,2022-07-27,6
KA-23,Tiptur Town PS,Assault,2024-03-22,6
KA-12,Hullahalli PS,Murder,2025-04-19,6
KA-07,Bidadi PS,Murder,2024-08-26,6
KA-04,Turuvanur (Jogi) PS,Vehicle Theft,2024-12-19,6
KA-11,Munirabad PS,Assault,2022-06-22,6
KA-01,Huliyar PS,Burglary,2024-07-19,6
KA-26,Raichur Women PS,Cyber Crime,2022-04-22,6
KA-18,Dandeli Town PS,Domestic Violence,2025-07-02,6
KA-24,Hassan CEN Crime PS,Fraud,2023-02-16,6
KA-02,Bidar Women PS,Theft,2022-09-24,6
KA-19,Sanjay Nagara PS,Robbery,2023-02-17,6
KA-25,Metagalli PS,Murder,2023-10-07,6
KA-21,Mandya Rural PS,Cyber Crime,2023-08-16,6
KA-06,Hirisave PS,Kidnapping,2024-12-21,6
KA-12,Kushtagi PS,Rioting,2025-08-22,6
KA-11,Byndoor PS,Cyber Crime,2023-12-10,6
KA-01,Vijayapura PS,Theft,2022-05-01,6
KA-31,Jayaprakash Nagar PS,Vehicle Theft,2024-03-21,6
KA-03,Gokak Rural PS,Fraud,2024-04-25,6
KA-24,Jayaprakash Nagar PS,Murder,2023-09-07,6
KA-29,Sampigehalli PS,Fraud,2024-11-15,6
KA-28,Tiptur Town PS,Theft,2022-10-11,6
KA-28,Doddawad PS,Theft,2025-02-22,6
KA-06,Hirisave PS,Vehicle Theft,2024-12-21,6
KA-26,Hosahalli PS,Domestic Violence,2024-01-14,6
KA-30,Sathanuru PS,Kidnapping,2025-03-27,6
KA-11,Hadagali PS,Cyber Crime,2022-07-18,6
KA-20,Doddaballapura Rural PS,Kidnapping,2024-06-24,6
KA-07,Raibag PS,Vehicle Theft,2023-05-24,6
KA-09,Mayakonda PS,Fraud,2023-07-28,6
KA-07,Napoklu PS,Drug Offence,2024-06-07,6
KA-21,Mandya Rural PS,Drug Offence,2023-08-16,6
KA-11,Sirsi Town PS,Drug Offence,2025-01-15,6
KA-11,Yelahanka PS,Murder,2025-04-05,6
KA-24,Anavatti PS,Rioting,2022-02-16,6
KA-12,Gowribidanur Rural PS,Assault,2022-02-10,6
KA-01,Chikkaballapura CEN Crime PS,Drug Offence,2022-10-25,6
KA-04,Sagara Town PS,Burglary,2023-07-20,6
KA-02,Basaralu PS,Theft,2023-08-02,6
KA-27,Bhatkal Town PS,Fraud,2022-12-24,6
KA-03,Thalak PS,Burglary,2023-02-17,6
KA-31,Kampli PS,Theft,2024-11-18,6
KA-20,Chamarajanagar Rural PS,Burglary,2024-12-02,6
KA-19,Byappanahalli PS,Cyber Crime,2025-10-06,6
KA-04,Ghantikeri PS,Rioting,2025-04-11,6
KA-30,Gokak Rural PS,Assault,2024-01-05,5
KA-29,Vyalikaval PS,Theft,2022-10-26,5
KA-21,Attibele PS,Cyber Crime,2022-10-20,5
KA-17,Chowka PS,Vehicle Theft,2025-12-17,5
KA-22,Guttal PS,Burglary,2023-10-01,5
KA-10,Bagalkot Rural PS,Theft,2025-12-10,5
KA-30,Gokak Rural PS,Domestic Violence,2024-01-05,5
KA-30,Maddur PS,Cyber Crime,2023-07-26,5
KA-25,Jigani PS,Kidnapping,2023-03-08,5
KA-30,Maddur PS,Murder,2023-07-26,5
KA-10,Channapatna Town PS,Drug Offence,2022-11-01,5
KA-07,Sindhanur Town PS,Drug Offence,2022-09-01,5
KA-11,Metagalli PS,Murder,2025-12-06,5
KA-08,Vemagal PS,Domestic Violence,2023-01-04,5
KA-25,Jigani PS,Vehicle Theft,2023-03-08,5
